0.01,5901.379783,,,,,,,
0.011,5569.811646,,,,,,,
0.012,5243.309703,,,,,,,
0.013,4922.397939,,,,,,,
0.014,4607.560221,,,,,,,
0.015,4299.561685,,,,,,,
0.016,3999.122897,,,,,,,
0.017,3706.700091,,,,,,,
0.018,3422.852428,,,,,,,
0.019,3148.208929,,,,,,,
0.02,2883.56991,,,,,,,
0.021,2629.537346,,,,,,,
0.022,2386.823137,,,,,,,
0.023,2156.014865,,,,,,,
0.024,1937.598452,,,,,,,
0.025,1732.083301,,,,,,,
0.026,1539.939315,,,,,,,
0.027,1361.593701,,,,,,,
0.028,1197.554893,,,,,,,
0.029,1048.113312,,,,,,,
0.03,913.4065629,,,,,,,
0.031,793.4222252,,,,,,,
0.032,687.4614735,,,,,,,
0.033,594.4677108,,,,,,,
0.034,513.2544973,,,,,,,
0.035,442.4050616,,,,,,,
0.036,380.7125778,,,,,,,
0.037,326.9884091,,,,,,,
0.038,280.3469185,,,,,,,
0.039,239.8801947,,,,,,,
0.04,204.8205538,,,,,,,
0.041,174.5579266,,,,,,,
0.042,148.452354,,,,,,,
0.043,125.9705366,,,,,,,
0.044,106.7177667,,,,,,,
0.045,90.27891535,,,,,,,
0.046,76.25111032,,,,,,,
0.047,64.30084526,,,,,,,
0.048,54.13817989,,,,,,,
0.049,45.4887195,,,,,,,
0.05,38.16456272,,,,,,,
0.051,31.98223528,,,,,,,
0.052,26.79974786,,,,,,,
0.053,22.43868947,,,,,,,
0.054,18.7022164,,,,,,,
0.055,15.50926981,,,,,,,
0.056,12.82196066,,,,,,,
0.057,10.56740848,,,,,,,
0.058,8.686211538,,,,,,,
0.059,7.141053267,,,,,,,
0.06,5.874126607,,,,,,,
0.061,4.832970267,,,,,,,
0.062,3.97384367,,,,,,,
0.063,3.259173364,,,,,,,
0.064,2.668169844,,,,,,,
0.065,2.182491293,,,,,,,
0.066,1.786185662,,,,,,,
0.067,1.462087433,,,,,,,
0.068,1.190941513,,,,,,,
0.069,0.965500979,,,,,,,
0.07,0.783262624,,,,,,,
0.071,0.636436031,,,,,,,
0.072,0.516179486,,,,,,,
0.073,0.417871269,,,,,,,
0.074,0.334624144,,,,,,,
0.075,0.26336251,,,,,,,
0.076,0.204780397,,,,,,,
0.077,0.155586218,,,,,,,
0.078,0.115370309,,,,,,,
0.079,0.082752957,,,,,,,
0.08,0.057947312,,,,,,,
0.081,0.040262273,,,,,,,
0.082,0.028471943,,,,,,,
0.083,0.019720931,,,,,,,
0.084,0.01314299,,,,,,,
0.085,0.00754436,,,,,,,
0.086,0.003075404,,,,,,,
0.087,0.00070668,,,,,,,
0.088,0,,,,,,,
0.089,0,,,,,,,
0.09,0,,,,,,,
0.091,0,,,,,,,
0.092,0,,,,,,,
0.093,0,,,,,,,
0.094,0,,,,,,,
0.095,0,,,,,,,
0.096,0,,,,,,,
0.097,0,,,,,,,
0.098,0,,,,,,,
0.099,0,,,,,,,
0.1000,0,,,,,,,
0.1005,0,,,,,,,
0.1009,0,,,,,,,
0.1014,0,,,,,,,
0.1019,0,,,,,,,
0.1023,0,,,,,,,
0.1028,0,,,,,,,
0.1032,0,,,,,,,
0.1037,0,,,,,,,
0.1042,0,,,,,,,
0.1046,0,,,,,,,
0.1051,0,,,,,,,
0.1056,0,,,,,,,
0.1060,0,,,,,,,
0.1065,0,,,,,,,
0.1069,0,,,,,,,
0.1074,0,,,,,,,
0.1079,0,,,,,,,
0.1083,0,,,,,,,
0.1088,0,,,,,,,
0.1093,0,,,,,,,
0.1097,0,,,,,,,
0.1102,0,,,,,,,
0.1106,0,,,,,,,
0.1111,0,,,,,,,
0.1116,0,,,,,,,
0.1120,0,,,,,,,
0.1125,0,,,,,,,
0.1130,0,,,,,,,
0.1134,0,,,,,,,
0.1139,0,,,,,,,
0.1144,0,,,,,,,
0.1148,0,,,,,,,
0.1153,0,,,,,,,
0.1157,0,,,,,,,
0.1162,0,,,,,,,
0.1167,0,,,,,,,
0.1171,0,,,,,,,
0.1176,0,,,,,,,
0.1181,0,,,,,,,
0.1185,0,,,,,,,
0.1190,0,,,,,,,
0.1194,0,,,,,,,
0.1199,0,,,,,,,
0.1204,0,,,,,,,
0.1208,0,,,,,,,
0.1213,0,,,,,,,
0.1218,0,,,,,,,
0.1222,0,,,,,,,
0.1227,0,,,,,,,
0.1231,0,,,,,,,
0.1236,0,,,,,,,
0.1241,0,,,,,,,
0.1245,0,,,,,,,
0.1250,0,,,,,,,
0.1255,0,,,,,,,
0.1259,0,,,,,,,
0.1264,0,,,,,,,
0.1269,0,,,,,,,
0.1273,0,,,,,,,
0.1278,0,,,,,,,
0.1282,0,,,,,,,
0.1287,0,,,,,,,
0.1292,0,,,,,,,
0.1296,0,,,,,,,
0.1301,0,,,,,,,
0.1306,0,,,,,,,
0.1310,0,,,,,,,
0.1315,0,,,,,,,
0.1319,0,,,,,,,
0.1324,0,,,,,,,
0.1329,0,,,,,,,
0.1333,0,,,,,,,
0.1338,0,,,,,,,
0.1343,0,,,,,,,
0.1347,0,,,,,,,
0.1352,0,,,,,,,
0.1356,0,,,,,,,
0.1361,0,,,,,,,
0.1366,0,,,,,,,
0.1370,0,,,,,,,
0.1375,0,,,,,,,
0.1380,0,,,,,,,
0.1384,0,,,,,,,
0.1389,0,,,,,,,
0.1394,0,,,,,,,
0.1398,0,,,,,,,
0.1403,0,,,,,,,
0.1407,0,,,,,,,
