0.0273956,1921.146952,1801.735395
0.0273844,1919.036436,1799.380272
0.0274844,1937.547491,1820.473885
0.0275122,1942.739735,1826.365481
0.0275122,1942.739735,1826.365481
0.0275733,1954.129401,1839.356609
0.0275761,1954.657553,1839.953314
0.0275094,1942.213464,1825.771558
0.0275233,1944.799439,1828.721215
0.0274594,1932.887751,1815.185823
0.0273789,1918.017062,1798.224369
0.0273983,1921.642786,1802.303379
0.0273289,1908.659542,1787.736386
0.0273344,1909.703259,1788.888207
0.0273344,1909.703259,1788.888207
0.0273789,1918.017062,1798.224369
0.0273567,1913.885712,1793.563035
0.0273567,1913.885712,1793.563035
0.02739,1920.09792,1800.557619
0.0273622,1914.929987,1794.717232
0.0272956,1902.52412,1780.772871
0.02729,1901.472652,1779.603676
0.0272733,1898.528789,1776.119899
0.0272567,1895.495979,1772.661445
0.0272567,1895.495979,1772.661445
0.0272567,1895.495979,1772.661445
0.0272289,1890.381294,1766.879027
0.0273233,1907.648626,1786.564165
0.0273011,1903.568986,1781.921769
0.0272789,1899.541911,1777.287598
0.0272844,1900.478991,1778.434959
0.0272456,1893.452915,1770.351268
0.0271789,1881.15657,1756.50908
0.0272789,1899.541911,1777.287598
0.0273622,1914.929987,1794.717232
0.0273289,1908.659542,1787.736386
0.0272622,1896.527356,1773.806855
0.0272733,1898.528789,1776.119899
0.0272733,1898.528789,1776.119899
0.0272789,1899.541911,1777.287598
0.0272344,1891.371471,1768.022016
0.0272789,1899.541911,1777.287598
0.02714,1874.015277,1748.467486
0.0271178,1869.936496,1743.888984
0.0271344,1872.976941,1747.311783
0.0271178,1869.936496,1743.888984
0.0271289,1871.967375,1746.177236
0.0271456,1875.05824,1749.62367
0.0270789,1862.806815,1735.885173
0.02709,1864.842932,1738.166569
0.0269511,1839.722246,1709.75491
0.02699,1846.726953,1717.680431
0.0270956,1865.876487,1739.318316
0.0271233,1870.935187,1745.022575
0.0271956,1884.265555,1759.968584
0.0273206,1907.138294,1785.999136
0.0273983,1921.642786,1802.303379
0.0274428,1929.863917,1811.68019
0.0274733,1935.473662,1818.124708
0.0276761,1973.626398,1861.340217
0.0277539,1988.312174,1878.08107
0.0277483,1987.256911,1876.87291
0.0277567,1988.867985,1878.685318
0.0278539,2007.515466,1899.73405
0.0278678,2010.153112,1902.755324
0.0278233,2001.678188,1893.092781
0.0279067,2017.606377,1911.225809
0.0279872,2033.081432,1928.824783
0.0279789,2031.519315,1927.005792
0.0280011,2035.785903,1931.87305
0.0280456,2044.306004,1941.650863
0.02809,2052.930553,1951.433962
0.0280678,2048.588957,1946.539173
0.0280956,2054.036304,1952.669782
0.0280844,2051.809884,1950.198571
0.0281289,2060.481441,1960.027655
