2018-06-05,0.0373888
2018-06-06,0.0374088
2018-06-07,0.0375375
2018-06-08,0.0374025
2018-06-11,0.0375794
2018-06-12,0.0376469
2018-06-13,0.0376688
2018-06-14,0.0377188
2018-06-15,0.0377219
2018-06-18,0.0377188
2018-06-19,0.037625
2018-06-20,0.037725
2018-06-21,0.0377031
2018-06-22,0.0377688
2018-06-25,0.0376594
2018-06-26,0.0377094
2018-06-27,0.0376281
2018-06-28,0.0376313
2018-06-29,0.0376406
