0.027396,7498.07603,6570.945428
0.027384,7495.499114,6577.874444
0.027484,7499.94899,6574.807301
0.027512,7494.266497,6575.516975
0.027573,7500.159665,6572.13297
0.027576,7502.327715,6580.82801
0.027509,7499.442133,6579.437363
0.027523,7497.792879,6577.078645
0.027459,7497.623577,6577.828764
0.027379,7501.246194,6581.969619
0.027398,7497.309926,6574.643756
0.027329,7496.867287,6573.902577
0.027334,7494.249437,6575.865415
0.027357,7498.802123,6575.169623
0.02739,7497.598001,6576.163354
0.027362,7495.223797,6575.588938
0.027296,7497.707717,6570.518135
0.02729,7495.767339,6569.680771
0.027273,7497.36248,6577.639929
0.027257,7497.902386,6573.87327
0.027229,7496.000781,6574.316807
0.027323,7500.564604,6580.515461
0.027301,7499.855363,6572.96521
0.027279,7495.620526,6573.848547
0.027284,7496.110411,6573.245723
0.027246,7498.52638,6573.129457
0.027179,7497.694575,6575.601207
0.027262,7495.378335,6571.458286
0.027234,7494.000007,6575.690985
0.02714,7493.0871,6570.062141
0.027118,7497.64297,6570.574428
0.027134,7494.366514,6572.230776
0.027129,7494.62346,6570.724371
0.027146,7497.91991,6573.609115
0.027079,7492.140483,6575.761441
0.02709,7496.941171,6574.358294
0.026951,7489.257132,6566.36581
0.02699,7494.157733,6572.954853
0.027096,7497.043867,6576.490681
0.027123,7496.720313,6570.620812
0.027196,7495.000116,6570.354519
0.027321,7496.949562,6580.992845
0.027443,7496.622285,6576.299753
0.027473,7495.471984,6573.634462
0.027676,7498.219033,6577.944693
0.027754,7506.10896,6582.096519
0.027748,7503.27671,6577.169633
0.027757,7501.03466,6580.451953
0.027854,7503.906451,6581.625254
0.027868,7504.939401,6578.270473
0.027823,7502.585338,6577.439517
0.027907,7503.912254,6581.232775
0.027987,7507.448295,6580.58876
0.027979,7504.106678,6577.981381
0.028001,7504.595563,6579.273695
0.028046,7509.19262,6584.40429
0.02809,7506.011515,6585.266132
0.028068,7504.892862,6584.298167
0.028096,7505.7813,6585.876189
0.028084,7506.161642,6584.86957
0.028129,7505.375349,6580.99496
0.028212,7505.444571,6585.728613
0.028346,7507.227264,6583.286154
0.028279,7508.586244,6586.349066
0.028312,7510.222861,6585.186567
